country,year,population,GDP
Zimbabwe,1987-01-01,9536000,1151.45
Zimbabwe,1988-01-01,9867000,1198.3
Zimbabwe,1989-01-01,10185000,1222.65
Zimbabwe,1990-01-01,10485000,1272.05
Zimbabwe,1991-01-01,10763000,1309.01
Zimbabwe,1992-01-01,11020000,1164.25
Zimbabwe,1993-01-01,11257000,1152.45
Zimbabwe,1994-01-01,11477000,1234.97
Zimbabwe,1995-01-01,11683000,1214.69
Zimbabwe,1996-01-01,11878000,1317.51
Zimbabwe,1997-01-01,12060000,1330.68
Zimbabwe,1998-01-01,12227000,1347.97
Zimbabwe,1999-01-01,12374000,1317.97
Zimbabwe,2000-01-01,12500000,1261.16
Zimbabwe,2001-01-01,12604000,1264.43
Zimbabwe,2002-01-01,12691000,1139.59
Zimbabwe,2003-01-01,12774000,935.93
Zimbabwe,2004-01-01,12868000,871.6669999999999
Zimbabwe,2005-01-01,12984000,811.563
Zimbabwe,2006-01-01,13128000,772.4730000000001
Zimbabwe,2007-01-01,13298000,732.77
Zimbabwe,2008-01-01,13495000,593.127
Zimbabwe,2009-01-01,13721000,652.289
Zimbabwe,2010-01-01,13974000,719.9789999999999
Zimbabwe,2011-01-01,14256000,813.834
Zimbabwe,2012-01-01,14565000,913.5310000000001
Zimbabwe,2013-01-01,14898000,942.039
Zimbabwe,2014-01-01,15246000,939.78
Romania,1961-01-01,18780000,
Romania,1962-01-01,18924000,
Romania,1963-01-01,19060000,
Romania,1964-01-01,19207000,
Romania,1965-01-01,19380000,
Romania,1966-01-01,19582000,
Romania,1967-01-01,19811000,
Romania,1968-01-01,20056000,
Romania,1969-01-01,20305000,
Romania,1970-01-01,20549000,
Romania,1971-01-01,20784000,
Romania,1972-01-01,21012000,
Romania,1973-01-01,21234000,
Romania,1974-01-01,21451000,
Romania,1975-01-01,21666000,
Romania,1976-01-01,21878000,
Romania,1977-01-01,22084000,
Romania,1978-01-01,22279000,
Romania,1979-01-01,22457000,
Romania,1980-01-01,22612000,
Romania,1981-01-01,22740000,
Romania,1982-01-01,22842000,
Romania,1983-01-01,22929000,
Romania,1984-01-01,23013000,
Romania,1985-01-01,23104000,
Romania,1986-01-01,23205000,
Romania,1987-01-01,23312000,
Romania,1988-01-01,23408000,
Romania,1989-01-01,23473000,
Romania,1990-01-01,23489000,5345.85
Romania,1991-01-01,23454000,4695.88
Romania,1992-01-01,23373000,4323.06
Romania,1993-01-01,23256000,4395.14
Romania,1994-01-01,23116000,4574.59
Romania,1995-01-01,22965000,4911.07
Romania,1996-01-01,22805000,5115.83
Romania,1997-01-01,22633000,4883.49
Romania,1998-01-01,22459000,4791.46
Romania,1999-01-01,22289000,4779.72
Romania,2000-01-01,22128000,4900.54
Romania,2001-01-01,21983000,5247.29
Romania,2002-01-01,21852000,5621.29
Romania,2003-01-01,21723000,5974.77
Romania,2004-01-01,21578000,6511.17
Romania,2005-01-01,21408000,6824.82
Romania,2006-01-01,21206000,7418.42
Romania,2007-01-01,20980000,8045.58
Romania,2008-01-01,20742000,8872.78
Romania,2009-01-01,20510000,8314.74
Romania,2010-01-01,20299000,8297.48
Romania,2011-01-01,20112000,8426.47
Romania,2012-01-01,19945000,8518.32
Romania,2013-01-01,19794000,8851.96
Romania,2014-01-01,19652000,9158.52
Russia,1992-01-01,148322000,7717.09
Russia,1993-01-01,148436000,7056.16
Russia,1994-01-01,148416000,6176.87
Russia,1995-01-01,148293000,5919.34
Russia,1996-01-01,148078000,5714.55
Russia,1997-01-01,147773000,5804.14
Russia,1998-01-01,147385000,5505.63
Russia,1999-01-01,146924000,5876.15
Russia,2000-01-01,146401000,6491.0
Russia,2001-01-01,145818000,6850.52
Russia,2002-01-01,145196000,7208.57
Russia,2003-01-01,144583000,7769.67
Russia,2004-01-01,144044000,8360.81
Russia,2005-01-01,143623000,8927.91
Russia,2006-01-01,143338000,9687.49
Russia,2007-01-01,143180000,10532.3
Russia,2008-01-01,143123000,11089.9
Russia,2009-01-01,143127000,10219.5
Russia,2010-01-01,143158000,10675.0
Russia,2011-01-01,143211000,11121.5
Russia,2012-01-01,143288000,11493.4
Russia,2013-01-01,143367000,11615.7
Russia,2014-01-01,143429000,11493.7
Saudi Arabia,2014-01-01,30887000,21183.5
Senegal,1961-01-01,3266000,1082.77
Senegal,1962-01-01,3356000,1052.06
Senegal,1963-01-01,3450000,1042.47
Senegal,1964-01-01,3548000,1053.14
Senegal,1965-01-01,3649000,1037.45
Senegal,1966-01-01,3754000,1037.35
Senegal,1967-01-01,3863000,995.778
Senegal,1968-01-01,3976000,1028.28
Senegal,1969-01-01,4094000,933.1439999999999
Senegal,1970-01-01,4218000,983.378
Senegal,1971-01-01,4348000,952.694
Senegal,1972-01-01,4485000,982.8989999999999
Senegal,1973-01-01,4625000,900.301
Senegal,1974-01-01,4765000,911.181
Senegal,1975-01-01,4900000,953.273
Senegal,1976-01-01,5032000,1011.97
Senegal,1977-01-01,5160000,961.127
Senegal,1978-01-01,5289000,901.29
Senegal,1979-01-01,5424000,940.88
Senegal,1980-01-01,5569000,886.2189999999999
Senegal,1981-01-01,5724000,905.612
Senegal,1982-01-01,5888000,948.64
Senegal,1983-01-01,6063000,871.548
Senegal,1984-01-01,6246000,877.047
Senegal,1985-01-01,6438000,878.547
Senegal,1986-01-01,6638000,878.6089999999999
Senegal,1987-01-01,6847000,904.066
Senegal,1988-01-01,7063000,871.6419999999999
Senegal,1989-01-01,7285000,879.0310000000001
Senegal,1990-01-01,7514000,846.8589999999999
Senegal,1991-01-01,7750000,842.409
Senegal,1992-01-01,7991000,827.378
Senegal,1993-01-01,8234000,813.576
Senegal,1994-01-01,8475000,790.5
Senegal,1995-01-01,8711000,810.574
Senegal,1996-01-01,8939000,805.925
Senegal,1997-01-01,9163000,810.9989999999999
Senegal,1998-01-01,9387000,838.6060000000001
Senegal,1999-01-01,9618000,870.793
Senegal,2000-01-01,9861000,877.002
Senegal,2001-01-01,10118000,894.512
Senegal,2002-01-01,10389000,877.648
Senegal,2003-01-01,10673000,912.25
Senegal,2004-01-01,10967000,940.687
Senegal,2005-01-01,11269000,967.4989999999999
Senegal,2006-01-01,11578000,965.1089999999999
Senegal,2007-01-01,11897000,985.75
Senegal,2008-01-01,12230000,994.38
Senegal,2009-01-01,12582000,990.321
Senegal,2010-01-01,12957000,1002.53
Senegal,2011-01-01,13357000,990.68
Senegal,2012-01-01,13780000,1003.99
Senegal,2013-01-01,14221000,1008.02
Senegal,2014-01-01,14673000,1018.39
Slovenia,1992-01-01,2006000,
Slovenia,1993-01-01,2001000,
Slovenia,1994-01-01,1996000,
Slovenia,1995-01-01,1991000,15062.8
Slovenia,1996-01-01,1989000,15602.2
Slovenia,1997-01-01,1988000,16422.2
Slovenia,1998-01-01,1988000,16998.9
Slovenia,1999-01-01,1989000,17882.7
Slovenia,2000-01-01,1989000,18570.7
Slovenia,2001-01-01,1988000,19088.3
Slovenia,2002-01-01,1988000,19796.1
Slovenia,2003-01-01,1988000,20346.4
Slovenia,2004-01-01,1991000,21218.3
Slovenia,2005-01-01,1997000,22029.4
Slovenia,2006-01-01,2006000,23201.3
Slovenia,2007-01-01,2017000,24673.4
Slovenia,2008-01-01,2031000,25447.4
Slovenia,2009-01-01,2043000,23252.1
Slovenia,2010-01-01,2052000,23437.5
Slovenia,2011-01-01,2059000,23540.7
Slovenia,2012-01-01,2063000,22864.2
Slovenia,2013-01-01,2065000,22574.7
Slovenia,2014-01-01,2066000,23224.4
Slovakia,1993-01-01,5335000,7791.73
Slovakia,1994-01-01,5351000,8242.7
Slovakia,1995-01-01,5363000,8698.87
Slovakia,1996-01-01,5372000,9267.03
Slovakia,1997-01-01,5378000,9811.18
Slovakia,1998-01-01,5383000,10191.1
Slovakia,1999-01-01,5385000,10159.8
Slovakia,2000-01-01,5386000,10296.7
Slovakia,2001-01-01,5386000,10657.7
Slovakia,2002-01-01,5385000,11143.8
Slovakia,2003-01-01,5385000,11755.3
Slovakia,2004-01-01,5384000,12376.1
Slovakia,2005-01-01,5385000,13210.3
Slovakia,2006-01-01,5388000,14326.3
Slovakia,2007-01-01,5392000,15868.8
Slovakia,2008-01-01,5397000,16747.8
Slovakia,2009-01-01,5402000,15818.6
Slovakia,2010-01-01,5407000,16600.6
Slovakia,2011-01-01,5411000,17046.6
Slovakia,2012-01-01,5415000,17299.6
Slovakia,2013-01-01,5419000,17538.6
Slovakia,2014-01-01,5423000,18003.5
South Africa,1961-01-01,17850000,4597.76
South Africa,1962-01-01,18322000,4755.96
South Africa,1963-01-01,18810000,4974.27
South Africa,1964-01-01,19308000,5230.67
South Africa,1965-01-01,19814000,5409.24
South Africa,1966-01-01,20325000,5507.21
South Africa,1967-01-01,20844000,5756.67
South Africa,1968-01-01,21375000,5846.78
South Africa,1969-01-01,21926000,5968.58
South Africa,1970-01-01,22503000,6120.96
South Africa,1971-01-01,23107000,6215.94
South Africa,1972-01-01,23736000,6151.18
South Africa,1973-01-01,24385000,6261.46
South Africa,1974-01-01,25041000,6469.94
South Africa,1975-01-01,25699000,6411.19
South Africa,1976-01-01,26354000,6392.44
South Africa,1977-01-01,27010000,6231.4
South Africa,1978-01-01,27674000,6265.07
South Africa,1979-01-01,28361000,6345.18
South Africa,1980-01-01,29077000,6598.6
South Africa,1981-01-01,29829000,6777.13
South Africa,1982-01-01,30611000,6578.61
South Africa,1983-01-01,31410000,6292.94
South Africa,1984-01-01,32205000,6450.54
South Africa,1985-01-01,32983000,6222.07
South Africa,1986-01-01,33734000,6084.72
South Africa,1987-01-01,34463000,6081.04
South Africa,1988-01-01,35196000,6204.57
South Africa,1989-01-01,35965000,6217.22
South Africa,1990-01-01,36793000,6057.94
South Africa,1991-01-01,37692000,5853.25
South Africa,1992-01-01,38647000,5586.7
South Africa,1993-01-01,39620000,5516.76
South Africa,1994-01-01,40558000,5563.33
South Africa,1995-01-01,41427000,5616.42
South Africa,1996-01-01,42210000,5749.58
South Africa,1997-01-01,42922000,5803.96
South Africa,1998-01-01,43584000,5745.3
South Africa,1999-01-01,44234000,5794.41
South Africa,2000-01-01,44897000,5946.0
South Africa,2001-01-01,45579000,6052.56
South Africa,2002-01-01,46272000,6200.32
South Africa,2003-01-01,46971000,6305.79
South Africa,2004-01-01,47667000,6511.14
South Africa,2005-01-01,48353000,6767.63
South Africa,2006-01-01,49028000,7053.94
South Africa,2007-01-01,49694000,7333.24
South Africa,2008-01-01,50349000,7464.37
South Africa,2009-01-01,50992000,7247.45
South Africa,2010-01-01,51622000,7361.76
South Africa,2011-01-01,52237000,7493.3
South Africa,2012-01-01,52837000,7545.78
South Africa,2013-01-01,53417000,7616.78
South Africa,2014-01-01,53969000,7626.81
Spain,1961-01-01,30777000,8155.17
Spain,1962-01-01,31122000,8884.77
Spain,1963-01-01,31480000,9652.37
Spain,1964-01-01,31838000,10064.3
Spain,1965-01-01,32192000,10578.1
Spain,1966-01-01,32537000,11229.0
Spain,1967-01-01,32874000,11573.1
Spain,1968-01-01,33211000,12176.3
Spain,1969-01-01,33559000,13130.8
Spain,1970-01-01,33923000,13543.0
Spain,1971-01-01,34306000,14002.9
Spain,1972-01-01,34701000,14977.8
Spain,1973-01-01,35105000,15966.9
Spain,1974-01-01,35509000,16680.8
Spain,1975-01-01,35909000,16590.9
Spain,1976-01-01,36302000,16958.8
Spain,1977-01-01,36687000,17261.7
Spain,1978-01-01,37056000,17346.4
Spain,1979-01-01,37397000,17201.3
Spain,1980-01-01,37705000,17440.6
Spain,1981-01-01,37976000,17294.1
Spain,1982-01-01,38213000,17404.9
Spain,1983-01-01,38415000,17626.9
Spain,1984-01-01,38588000,17867.1
Spain,1985-01-01,38734000,18215.7
Spain,1986-01-01,38854000,18752.2
Spain,1987-01-01,38951000,19741.2
Spain,1988-01-01,39033000,20702.9
Spain,1989-01-01,39110000,21668.3
Spain,1990-01-01,39192000,22464.7
Spain,1991-01-01,39287000,22978.1
Spain,1992-01-01,39397000,23078.3
Spain,1993-01-01,39518000,22722.2
Spain,1994-01-01,39642000,23153.2
Spain,1995-01-01,39764000,23686.8
Spain,1996-01-01,39879000,24219.3
Spain,1997-01-01,39996000,25007.9
Spain,1998-01-01,40152000,25977.0
Spain,1999-01-01,40393000,27032.2
Spain,2000-01-01,40750000,28335.0
Spain,2001-01-01,41231000,29264.9
Spain,2002-01-01,41815000,29685.4
Spain,2003-01-01,42475000,30082.6
Spain,2004-01-01,43167000,30504.4
Spain,2005-01-01,43855000,31110.0
Spain,2006-01-01,44538000,31865.4
Spain,2007-01-01,45210000,32459.9
Spain,2008-01-01,45817000,32303.2
Spain,2009-01-01,46295000,30874.1
Spain,2010-01-01,46601000,30736.6
Spain,2011-01-01,46708000,30321.7
Spain,2012-01-01,46637000,29414.9
Spain,2013-01-01,46455000,29008.0
Spain,2014-01-01,46260000,29496.4
Sudan,1961-01-01,10761000,
Sudan,1962-01-01,11052000,
Sudan,1963-01-01,11355000,
Sudan,1964-01-01,11672000,
Sudan,1965-01-01,12002000,
Sudan,1966-01-01,12347000,
Sudan,1967-01-01,12707000,
Sudan,1968-01-01,13083000,
Sudan,1969-01-01,13473000,
Sudan,1970-01-01,13880000,
Sudan,1971-01-01,14302000,
Sudan,1972-01-01,14742000,
Sudan,1973-01-01,15201000,
Sudan,1974-01-01,15684000,
Sudan,1975-01-01,16193000,
Sudan,1976-01-01,16728000,
Sudan,1977-01-01,17288000,
Sudan,1978-01-01,17872000,
Sudan,1979-01-01,18483000,
Sudan,1980-01-01,19119000,
Sudan,1981-01-01,19785000,
Sudan,1982-01-01,20478000,
Sudan,1983-01-01,21181000,
Sudan,1984-01-01,21874000,
Sudan,1985-01-01,22543000,
Sudan,1986-01-01,23179000,
Sudan,1987-01-01,23791000,
Sudan,1988-01-01,24404000,
Sudan,1989-01-01,25056000,
Sudan,1990-01-01,25771000,
Sudan,1991-01-01,26560000,
Sudan,1992-01-01,27414000,
Sudan,1993-01-01,28314000,
Sudan,1994-01-01,29231000,
Sudan,1995-01-01,30145000,
Sudan,1996-01-01,31051000,
Sudan,1997-01-01,31956000,
Sudan,1998-01-01,32870000,
Sudan,1999-01-01,33805000,
Sudan,2000-01-01,34773000,
Sudan,2001-01-01,35773000,
Sudan,2002-01-01,36803000,
Sudan,2003-01-01,37865000,
Sudan,2004-01-01,38961000,
Sudan,2005-01-01,40090000,
Sudan,2006-01-01,41255000,
Sudan,2007-01-01,42453000,
Sudan,2008-01-01,43679000,
Sudan,2009-01-01,44920000,
Sudan,2010-01-01,46171000,
Suriname,2000-01-01,481000,5685.39
Suriname,2001-01-01,484000,5877.68
Suriname,2002-01-01,486000,6063.1
Suriname,2003-01-01,488000,6357.9
Suriname,2004-01-01,489000,6871.84
Suriname,2005-01-01,492000,7109.37
Suriname,2006-01-01,496000,7304.04
Suriname,2007-01-01,501000,7596.08
Suriname,2008-01-01,507000,7827.23
Suriname,2009-01-01,513000,7978.39
Suriname,2010-01-01,518000,8303.31
Suriname,2011-01-01,523000,8698.3
Suriname,2012-01-01,529000,8841.04
Suriname,2013-01-01,533000,9008.76
Suriname,2014-01-01,538000,8942.96
Tajikistan,1992-01-01,5523000,809.11
Tajikistan,1993-01-01,5617000,665.3960000000001
Tajikistan,1994-01-01,5703000,515.763
Tajikistan,1995-01-01,5784000,445.156
Tajikistan,1996-01-01,5862000,365.43800000000005
Tajikistan,1997-01-01,5937000,366.343
Tajikistan,1998-01-01,6012000,380.16
Tajikistan,1999-01-01,6094000,388.217
Tajikistan,2000-01-01,6186000,413.586
Tajikistan,2001-01-01,6290000,447.782
Tajikistan,2002-01-01,6407000,486.865
Tajikistan,2003-01-01,6533000,529.805
Tajikistan,2004-01-01,6667000,572.539
Tajikistan,2005-01-01,6806000,598.302
Tajikistan,2006-01-01,6950000,626.797
Tajikistan,2007-01-01,7099000,661.3439999999999
Tajikistan,2008-01-01,7254000,698.23
Tajikistan,2009-01-01,7415000,708.945
Tajikistan,2010-01-01,7582000,738.3480000000001
Tajikistan,2011-01-01,7754000,775.299
Tajikistan,2012-01-01,7931000,814.775
Tajikistan,2013-01-01,8112000,855.5139999999999
Tajikistan,2014-01-01,8296000,892.64
Sweden,1961-01-01,7527000,19083.6
Sweden,1962-01-01,7576000,19786.9
Sweden,1963-01-01,7628000,20723.9
Sweden,1964-01-01,7683000,21972.8
Sweden,1965-01-01,7741000,22598.7
Sweden,1966-01-01,7804000,22852.7
Sweden,1967-01-01,7871000,23441.2
Sweden,1968-01-01,7937000,24157.9
Sweden,1969-01-01,7997000,25190.5
Sweden,1970-01-01,8049000,26464.3
Sweden,1971-01-01,8090000,26531.1
Sweden,1972-01-01,8122000,27058.3
Sweden,1973-01-01,8146000,28083.5
Sweden,1974-01-01,8169000,28897.7
Sweden,1975-01-01,8193000,29517.9
Sweden,1976-01-01,8219000,29722.0
Sweden,1977-01-01,8246000,29143.8
Sweden,1978-01-01,8272000,29568.1
Sweden,1979-01-01,8295000,30636.6
Sweden,1980-01-01,8311000,31094.2
Sweden,1981-01-01,8320000,31198.2
Sweden,1982-01-01,8323000,31569.7
Sweden,1983-01-01,8326000,32155.2
Sweden,1984-01-01,8334000,33484.7
Sweden,1985-01-01,8351000,34151.7
Sweden,1986-01-01,8378000,34989.3
Sweden,1987-01-01,8414000,36042.4
Sweden,1988-01-01,8457000,36795.2
Sweden,1989-01-01,8506000,37520.9
Sweden,1990-01-01,8559000,37513.1
Sweden,1991-01-01,8617000,36831.3
Sweden,1992-01-01,8678000,36191.7
Sweden,1993-01-01,8738000,35238.8
Sweden,1994-01-01,8789000,36419.5
Sweden,1995-01-01,8827000,37686.8
Sweden,1996-01-01,8849000,38198.0
Sweden,1997-01-01,8859000,39283.4
Sweden,1998-01-01,8861000,40921.2
Sweden,1999-01-01,8864000,42741.6
Sweden,2000-01-01,8872000,44693.7
Sweden,2001-01-01,8889000,45270.8
Sweden,2002-01-01,8912000,46059.4
Sweden,2003-01-01,8943000,46983.1
Sweden,2004-01-01,8982000,48820.6
Sweden,2005-01-01,9030000,49996.2
Sweden,2006-01-01,9087000,52046.5
Sweden,2007-01-01,9153000,53421.0
Sweden,2008-01-01,9226000,52711.2
Sweden,2009-01-01,9303000,49554.3
Sweden,2010-01-01,9382000,52076.3
Sweden,2011-01-01,9462000,53061.6
Sweden,2012-01-01,9543000,52519.7
Sweden,2013-01-01,9624000,52722.9
Sweden,2014-01-01,9703000,53561.9
Switzerland,1961-01-01,5393000,
Switzerland,1962-01-01,5503000,
Switzerland,1963-01-01,5618000,
Switzerland,1964-01-01,5729000,
Switzerland,1965-01-01,5830000,
Switzerland,1966-01-01,5917000,
Switzerland,1967-01-01,5992000,
Switzerland,1968-01-01,6056000,
Switzerland,1969-01-01,6115000,
Switzerland,1970-01-01,6169000,
Switzerland,1971-01-01,6222000,
Switzerland,1972-01-01,6270000,
Switzerland,1973-01-01,6311000,
Switzerland,1974-01-01,6341000,
Switzerland,1975-01-01,6356000,
Switzerland,1976-01-01,6355000,
Switzerland,1977-01-01,6341000,
Switzerland,1978-01-01,6322000,
Switzerland,1979-01-01,6307000,
Switzerland,1980-01-01,6304000,54891.4
Switzerland,1981-01-01,6316000,55466.2
Switzerland,1982-01-01,6341000,54421.0
Switzerland,1983-01-01,6377000,54534.4
Switzerland,1984-01-01,6416000,55973.7
Switzerland,1985-01-01,6456000,57774.3
Switzerland,1986-01-01,6493000,58542.7
Switzerland,1987-01-01,6531000,59098.5
Switzerland,1988-01-01,6571000,60588.6
Switzerland,1989-01-01,6618000,62703.5
Switzerland,1990-01-01,6674000,64343.5
Switzerland,1991-01-01,6740000,62962.4
Switzerland,1992-01-01,6814000,62244.8
Switzerland,1993-01-01,6890000,61602.8
Switzerland,1994-01-01,6960000,61889.7
Switzerland,1995-01-01,7017000,61773.1
Switzerland,1996-01-01,7060000,61833.0
Switzerland,1997-01-01,7090000,63127.7
Switzerland,1998-01-01,7114000,64822.3
Switzerland,1999-01-01,7137000,65607.2
Switzerland,2000-01-01,7166000,67807.9
Switzerland,2001-01-01,7201000,68264.5
Switzerland,2002-01-01,7242000,67860.2
Switzerland,2003-01-01,7290000,67385.3
Switzerland,2004-01-01,7345000,68781.6
Switzerland,2005-01-01,7409000,70471.4
Switzerland,2006-01-01,7480000,72823.8
Switzerland,2007-01-01,7560000,75143.7
Switzerland,2008-01-01,7647000,75793.6
Switzerland,2009-01-01,7737000,73189.2
Switzerland,2010-01-01,7831000,74605.7
Switzerland,2011-01-01,7926000,75029.8
Switzerland,2012-01-01,8023000,74984.1
Switzerland,2013-01-01,8119000,75499.7
Switzerland,2014-01-01,8211000,76410.9
Syria,1961-01-01,4743000,
Syria,1962-01-01,4897000,
Syria,1963-01-01,5058000,
Syria,1964-01-01,5225000,
Syria,1965-01-01,5398000,
Syria,1966-01-01,5579000,
Syria,1967-01-01,5767000,
Syria,1968-01-01,5963000,
Syria,1969-01-01,6167000,
Syria,1970-01-01,6379000,
Syria,1971-01-01,6599000,
Syria,1972-01-01,6829000,
Syria,1973-01-01,7066000,
Syria,1974-01-01,7312000,
Syria,1975-01-01,7564000,
Syria,1976-01-01,7823000,
Syria,1977-01-01,8088000,
Syria,1978-01-01,8363000,
Syria,1979-01-01,8652000,
Syria,1980-01-01,8956000,
Syria,1981-01-01,9277000,
Syria,1982-01-01,9614000,
Syria,1983-01-01,9961000,
Syria,1984-01-01,10313000,
Syria,1985-01-01,10667000,
Syria,1986-01-01,11021000,
Syria,1987-01-01,11375000,
Syria,1988-01-01,11730000,
Syria,1989-01-01,12089000,
Syria,1990-01-01,12452000,
Syria,1991-01-01,12818000,
Syria,1992-01-01,13186000,
Syria,1993-01-01,13560000,
Syria,1994-01-01,13941000,
Syria,1995-01-01,14332000,
Syria,1996-01-01,14736000,
Syria,1997-01-01,15152000,
Syria,1998-01-01,15569000,
Syria,1999-01-01,15972000,
Syria,2000-01-01,16354000,
Syria,2001-01-01,16694000,
Syria,2002-01-01,16998000,
Syria,2003-01-01,17304000,
Syria,2004-01-01,17672000,
Syria,2005-01-01,18133000,
Syria,2006-01-01,18728000,
Syria,2007-01-01,19426000,
Syria,2008-01-01,20097000,
Syria,2009-01-01,20567000,
Syria,2010-01-01,20721000,
Syria,2011-01-01,20501000,
Syria,2012-01-01,19979000,
Syria,2013-01-01,19323000,
Syria,2014-01-01,18772000,
Thailand,1961-01-01,28224000,583.8430000000001
Thailand,1962-01-01,29081000,609.446
Thailand,1963-01-01,29967000,638.741
Thailand,1964-01-01,30881000,662.17
Thailand,1965-01-01,31823000,695.154
Thailand,1966-01-01,32789000,749.7080000000001
Thailand,1967-01-01,33778000,790.451
Thailand,1968-01-01,34791000,829.7819999999999
Thailand,1969-01-01,35827000,858.575
Thailand,1970-01-01,36885000,929.082
Thailand,1971-01-01,37965000,946.84
Thailand,1972-01-01,39062000,959.62
Thailand,1973-01-01,40165000,1028.8
Thailand,1974-01-01,41260000,1046.24
Thailand,1975-01-01,42335000,1070.34
Thailand,1976-01-01,43387000,1141.8
Thailand,1977-01-01,44416000,1225.13
Thailand,1978-01-01,45423000,1321.3
Thailand,1979-01-01,46412000,1362.61
Thailand,1980-01-01,47385000,1403.68
Thailand,1981-01-01,48337000,1457.31
Thailand,1982-01-01,49266000,1506.33
Thailand,1983-01-01,50183000,1561.33
Thailand,1984-01-01,51105000,1621.36
Thailand,1985-01-01,52041000,1666.28
Thailand,1986-01-01,53003000,1726.8
Thailand,1987-01-01,53980000,1857.25
Thailand,1988-01-01,54934000,2067.73
Thailand,1989-01-01,55813000,2283.09
Thailand,1990-01-01,56583000,2502.71
Thailand,1991-01-01,57226000,2684.85
Thailand,1992-01-01,57762000,2872.8
Thailand,1993-01-01,58238000,3081.75
Thailand,1994-01-01,58723000,3297.87
Thailand,1995-01-01,59266000,3530.29
Thailand,1996-01-01,59879000,3688.93
Thailand,1997-01-01,60545000,3545.39
Thailand,1998-01-01,61251000,3235.73
Thailand,1999-01-01,61974000,3345.16
Thailand,2000-01-01,62693000,3458.05
Thailand,2001-01-01,63415000,3544.21
Thailand,2002-01-01,64137000,3731.03
Thailand,2003-01-01,64817000,3969.42
Thailand,2004-01-01,65405000,4190.03
Thailand,2005-01-01,65864000,4337.26
Thailand,2006-01-01,66174000,4525.16
Thailand,2007-01-01,66354000,4744.33
Thailand,2008-01-01,66453000,4800.81
Thailand,2009-01-01,66548000,4743.69
Thailand,2010-01-01,66692000,5075.3
Thailand,2011-01-01,66903000,5093.58
Thailand,2012-01-01,67164000,5437.24
Thailand,2013-01-01,67451000,5561.29
Thailand,2014-01-01,67726000,5589.7
Togo,1961-01-01,1598000,387.35699999999997
Togo,1962-01-01,1613000,398.17900000000003
Togo,1963-01-01,1632000,413.216
Togo,1964-01-01,1662000,463.63599999999997
Togo,1965-01-01,1709000,520.727
Togo,1966-01-01,1774000,548.7180000000001
Togo,1967-01-01,1855000,553.499
Togo,1968-01-01,1946000,554.316
Togo,1969-01-01,2035000,587.445
Togo,1970-01-01,2116000,579.323
Togo,1971-01-01,2186000,560.732
Togo,1972-01-01,2248000,586.863
Togo,1973-01-01,2303000,594.631
Togo,1974-01-01,2357000,609.276
Togo,1975-01-01,2410000,610.2090000000001
Togo,1976-01-01,2464000,584.592
Togo,1977-01-01,2519000,611.84
Togo,1978-01-01,2576000,664.1510000000001
Togo,1979-01-01,2643000,614.011
Togo,1980-01-01,2721000,683.3489999999999
Togo,1981-01-01,2812000,639.2669999999999
Togo,1982-01-01,2915000,594.582
Togo,1983-01-01,3026000,541.731
Togo,1984-01-01,3140000,551.068
Togo,1985-01-01,3253000,561.521
Togo,1986-01-01,3363000,551.6030000000001
Togo,1987-01-01,3472000,536.8530000000001
Togo,1988-01-01,3579000,555.275
Togo,1989-01-01,3684000,561.448
Togo,1990-01-01,3787000,545.206
Togo,1991-01-01,3887000,528.096
Togo,1992-01-01,3984000,495.45300000000003
Togo,1993-01-01,4081000,411.181
Togo,1994-01-01,4181000,461.577
Togo,1995-01-01,4284000,484.936
Togo,1996-01-01,4393000,512.88
Togo,1997-01-01,4506000,568.984
Togo,1998-01-01,4625000,538.734
Togo,1999-01-01,4748000,535.322
Togo,2000-01-01,4875000,515.67
Togo,2001-01-01,5006000,493.24800000000005
Togo,2002-01-01,5142000,475.699
Togo,2003-01-01,5283000,486.309
Togo,2004-01-01,5429000,483.765
Togo,2005-01-01,5578000,476.67199999999997
Togo,2006-01-01,5732000,482.86
Togo,2007-01-01,5890000,480.776
Togo,2008-01-01,6053000,478.36199999999997
Togo,2009-01-01,6220000,481.96
Togo,2010-01-01,6391000,487.92400000000004
Togo,2011-01-01,6566000,498.24300000000005
Togo,2012-01-01,6746000,508.54
Togo,2013-01-01,6929000,514.945
Togo,2014-01-01,7115000,531.156
Tonga,1961-01-01,64000,
Tonga,1962-01-01,66000,
Tonga,1963-01-01,69000,
Tonga,1964-01-01,72000,
Tonga,1965-01-01,74000,
Tonga,1966-01-01,77000,
Tonga,1967-01-01,79000,
Tonga,1968-01-01,81000,
Tonga,1969-01-01,83000,
Tonga,1970-01-01,84000,
Tonga,1971-01-01,86000,
Tonga,1972-01-01,86000,
Tonga,1973-01-01,87000,
Tonga,1974-01-01,88000,
Tonga,1975-01-01,88000,
Tonga,1976-01-01,89000,
Tonga,1977-01-01,90000,
Tonga,1978-01-01,91000,
Tonga,1979-01-01,92000,
Tonga,1980-01-01,93000,
Tonga,1981-01-01,93000,2204.64
Tonga,1982-01-01,94000,2303.54
Tonga,1983-01-01,94000,2346.88
Tonga,1984-01-01,94000,2385.95
Tonga,1985-01-01,94000,2539.43
Tonga,1986-01-01,94000,2587.94
Tonga,1987-01-01,94000,2658.46
Tonga,1988-01-01,95000,2600.63
Tonga,1989-01-01,95000,2603.56
Tonga,1990-01-01,95000,2544.34
