country,year,population,GDP
Armenia,1992-01-01,3449000,949.033
Armenia,1993-01-01,3370000,886.033
Armenia,1994-01-01,3290000,956.471
Armenia,1995-01-01,3223000,1043.54
Armenia,1996-01-01,3173000,1121.88
Armenia,1997-01-01,3138000,1172.14
Armenia,1998-01-01,3113000,1267.58
Armenia,1999-01-01,3094000,1317.74
Armenia,2000-01-01,3076000,1404.32
Armenia,2001-01-01,3060000,1548.08
Armenia,2002-01-01,3047000,1761.89
Armenia,2003-01-01,3036000,2019.98
Armenia,2004-01-01,3026000,2244.22
Armenia,2005-01-01,3015000,2571.99
Armenia,2006-01-01,3002000,2933.83
Armenia,2007-01-01,2988000,3366.16
Armenia,2008-01-01,2975000,3629.16
Armenia,2009-01-01,2966000,3136.81
Armenia,2010-01-01,2963000,3218.38
Armenia,2011-01-01,2968000,3371.67
Armenia,2012-01-01,2978000,3606.48
Armenia,2013-01-01,2992000,3710.58
Armenia,2014-01-01,3006000,3827.34
Afghanistan,1961-01-01,9165000,
Afghanistan,1962-01-01,9344000,
Afghanistan,1963-01-01,9532000,
Afghanistan,1964-01-01,9729000,
Afghanistan,1965-01-01,9935000,
Afghanistan,1966-01-01,10149000,
Afghanistan,1967-01-01,10369000,
Afghanistan,1968-01-01,10600000,
Afghanistan,1969-01-01,10850000,
Afghanistan,1970-01-01,11121000,
Afghanistan,1971-01-01,11413000,
Afghanistan,1972-01-01,11717000,
Afghanistan,1973-01-01,12023000,
Afghanistan,1974-01-01,12316000,
Afghanistan,1975-01-01,12583000,
Afghanistan,1976-01-01,12831000,
Afghanistan,1977-01-01,13056000,
Afghanistan,1978-01-01,13223000,
Afghanistan,1979-01-01,13283000,
Afghanistan,1980-01-01,13211000,
Afghanistan,1981-01-01,12997000,
Afghanistan,1982-01-01,12667000,
Afghanistan,1983-01-01,12279000,
Afghanistan,1984-01-01,11913000,
Afghanistan,1985-01-01,11630000,
Afghanistan,1986-01-01,11439000,
Afghanistan,1987-01-01,11338000,
Afghanistan,1988-01-01,11376000,
Afghanistan,1989-01-01,11608000,
Afghanistan,1990-01-01,12068000,
Afghanistan,1991-01-01,12789000,
Afghanistan,1992-01-01,13746000,
Afghanistan,1993-01-01,14824000,
Afghanistan,1994-01-01,15870000,
Afghanistan,1995-01-01,16773000,
Afghanistan,1996-01-01,17482000,
Afghanistan,1997-01-01,18034000,
Afghanistan,1998-01-01,18511000,
Afghanistan,1999-01-01,19038000,
Afghanistan,2000-01-01,19702000,
Afghanistan,2001-01-01,20531000,
Afghanistan,2002-01-01,21487000,364.57099999999997
Afghanistan,2003-01-01,22507000,376.759
Afghanistan,2004-01-01,23500000,364.095
Afghanistan,2005-01-01,24400000,389.416
Afghanistan,2006-01-01,25184000,397.986
Afghanistan,2007-01-01,25878000,440.36800000000005
Afghanistan,2008-01-01,26529000,444.95
Afghanistan,2009-01-01,27207000,524.8240000000001
Afghanistan,2010-01-01,27962000,553.3
Afghanistan,2011-01-01,28809000,569.2330000000001
Afghanistan,2012-01-01,29727000,630.427
Afghanistan,2013-01-01,30682000,621.818
Afghanistan,2014-01-01,31628000,610.242
Algeria,1961-01-01,11405000,2078.22
Algeria,1962-01-01,11690000,1628.39
Algeria,1963-01-01,11985000,2133.32
Algeria,1964-01-01,12296000,2200.81
Algeria,1965-01-01,12627000,2276.15
Algeria,1966-01-01,12980000,2107.8
Algeria,1967-01-01,13354000,2242.45
Algeria,1968-01-01,13744000,2414.02
Algeria,1969-01-01,14144000,2543.56
Algeria,1970-01-01,14550000,2691.8
Algeria,1971-01-01,14960000,2321.35
Algeria,1972-01-01,15377000,2877.75
Algeria,1973-01-01,15804000,2906.7
Algeria,1974-01-01,16247000,3039.42
Algeria,1975-01-01,16709000,3104.49
Algeria,1976-01-01,17190000,3270.68
Algeria,1977-01-01,17690000,3345.38
Algeria,1978-01-01,18212000,3548.9
Algeria,1979-01-01,18761000,3702.78
Algeria,1980-01-01,19338000,3620.7
Algeria,1981-01-01,19944000,3616.02
Algeria,1982-01-01,20576000,3729.26
Algeria,1983-01-01,21228000,3809.8
Algeria,1984-01-01,21894000,3900.85
Algeria,1985-01-01,22566000,3924.71
Algeria,1986-01-01,23241000,3825.9
Algeria,1987-01-01,23918000,3691.65
Algeria,1988-01-01,24591000,3554.62
Algeria,1989-01-01,25258000,3613.15
Algeria,1990-01-01,25912000,3550.03
Algeria,1991-01-01,26554000,3422.64
Algeria,1992-01-01,27181000,3403.9
Algeria,1993-01-01,27786000,3259.84
Algeria,1994-01-01,28362000,3164.9
Algeria,1995-01-01,28904000,3223.56
Algeria,1996-01-01,29412000,3297.86
Algeria,1997-01-01,29888000,3281.1
Algeria,1998-01-01,30337000,3397.41
Algeria,1999-01-01,30767000,3457.14
Algeria,2000-01-01,31184000,3541.07
Algeria,2001-01-01,31590000,3600.44
Algeria,2002-01-01,31990000,3754.52
Algeria,2003-01-01,32395000,3974.18
Algeria,2004-01-01,32817000,4091.14
Algeria,2005-01-01,33268000,4273.31
Algeria,2006-01-01,33749000,4282.33
Algeria,2007-01-01,34262000,4359.38
Algeria,2008-01-01,34811000,4390.5
Algeria,2009-01-01,35402000,4386.04
Algeria,2010-01-01,36036000,4463.39
Algeria,2011-01-01,36717000,4504.92
Algeria,2012-01-01,37439000,4564.44
Algeria,2013-01-01,38186000,4596.22
Algeria,2014-01-01,38934000,4675.89
Argentina,1961-01-01,20953000,5815.23
Argentina,1962-01-01,21288000,5675.06
Argentina,1963-01-01,21622000,5290.77
Argentina,1964-01-01,21954000,5738.6
Argentina,1965-01-01,22283000,6251.32
Argentina,1966-01-01,22609000,6120.71
Argentina,1967-01-01,22932000,6227.0
Argentina,1968-01-01,23261000,6434.95
Argentina,1969-01-01,23606000,6954.76
Argentina,1970-01-01,23973000,7056.85
Argentina,1971-01-01,24366000,7335.76
Argentina,1972-01-01,24783000,7329.92
Argentina,1973-01-01,25213000,7407.37
Argentina,1974-01-01,25645000,7685.86
Argentina,1975-01-01,26067000,7559.14
Argentina,1976-01-01,26477000,7291.84
Argentina,1977-01-01,26879000,7681.02
Argentina,1978-01-01,27278000,7227.56
Argentina,1979-01-01,27685000,7849.36
Argentina,1980-01-01,28106000,8052.69
Argentina,1981-01-01,28543000,7478.13
Argentina,1982-01-01,28994000,6996.96
Argentina,1983-01-01,29455000,7154.41
Argentina,1984-01-01,29921000,7198.72
Argentina,1985-01-01,30389000,6550.15
Argentina,1986-01-01,30857000,6958.75
Argentina,1987-01-01,31326000,7053.99
Argentina,1988-01-01,31796000,6772.22
Argentina,1989-01-01,32264000,6173.69
Argentina,1990-01-01,32730000,5939.76
Argentina,1991-01-01,33194000,6598.72
Argentina,1992-01-01,33655000,7285.43
Argentina,1993-01-01,34111000,7612.68
Argentina,1994-01-01,34558000,7952.71
Argentina,1995-01-01,34995000,7630.02
Argentina,1996-01-01,35420000,7955.13
Argentina,1997-01-01,35834000,8500.94
Argentina,1998-01-01,36242000,8728.95
Argentina,1999-01-01,36648000,8339.89
Argentina,2000-01-01,37057000,8182.69
Argentina,2001-01-01,37472000,7735.49
Argentina,2002-01-01,37889000,6816.73
Argentina,2003-01-01,38309000,7337.79
Argentina,2004-01-01,38729000,7913.74
Argentina,2005-01-01,39145000,8522.52
Argentina,2006-01-01,39559000,9112.11
Argentina,2007-01-01,39970000,9830.68
Argentina,2008-01-01,40382000,10125.1
Argentina,2009-01-01,40799000,9428.5
Argentina,2010-01-01,41223000,10276.3
Argentina,2011-01-01,41656000,10780.0
Argentina,2012-01-01,42095000,10557.9
Argentina,2013-01-01,42538000,10699.2
Argentina,2014-01-01,42980000,10323.2
Australia,1961-01-01,10495000,19394.6
Australia,1962-01-01,10691000,19178.1
Australia,1963-01-01,10893000,19982.7
Australia,1964-01-01,11115000,20961.2
Australia,1965-01-01,11368000,21783.2
Australia,1966-01-01,11657000,21795.0
Australia,1967-01-01,11976000,22877.0
Australia,1968-01-01,12306000,23621.4
Australia,1969-01-01,12621000,24763.1
Australia,1970-01-01,12905000,26020.2
Australia,1971-01-01,13151000,26162.4
Australia,1972-01-01,13364000,26690.7
Australia,1973-01-01,13552000,26969.0
Australia,1974-01-01,13725000,27372.1
Australia,1975-01-01,13893000,27397.6
Australia,1976-01-01,14055000,27827.0
Australia,1977-01-01,14212000,28507.9
Australia,1978-01-01,14369000,28431.4
Australia,1979-01-01,14532000,29266.6
Australia,1980-01-01,14708000,29794.5
Australia,1981-01-01,14898000,30309.8
Australia,1982-01-01,15101000,30798.0
Australia,1983-01-01,15318000,29736.7
Australia,1984-01-01,15549000,30763.4
Australia,1985-01-01,15791000,31938.6
Australia,1986-01-01,16047000,32707.7
Australia,1987-01-01,16315000,33044.6
Australia,1988-01-01,16586000,34386.3
Australia,1989-01-01,16849000,35121.2
Australia,1990-01-01,17097000,35827.1
Australia,1991-01-01,17326000,35240.6
Australia,1992-01-01,17538000,34967.5
Australia,1993-01-01,17738000,36033.6
Australia,1994-01-01,17932000,37098.8
Australia,1995-01-01,18125000,38078.9
Australia,1996-01-01,18318000,39065.9
Australia,1997-01-01,18513000,40156.3
Australia,1998-01-01,18709000,41504.5
Australia,1999-01-01,18907000,43087.4
Australia,2000-01-01,19107000,44223.6
Australia,2001-01-01,19309000,44473.4
Australia,2002-01-01,19514000,45626.6
Australia,2003-01-01,19735000,46449.8
Australia,2004-01-01,19985000,47817.9
Australia,2005-01-01,20274000,48702.7
Australia,2006-01-01,20606000,49418.7
Australia,2007-01-01,20976000,50952.5
Australia,2008-01-01,21370000,51788.4
Australia,2009-01-01,21771000,51651.2
Australia,2010-01-01,22163000,51874.1
Australia,2011-01-01,22542000,52372.2
Australia,2012-01-01,22911000,53348.4
Australia,2013-01-01,23270000,53798.4
Australia,2014-01-01,23622000,54394.3
Austria,1961-01-01,7106000,13677.5
Austria,1962-01-01,7151000,13954.0
Austria,1963-01-01,7200000,14438.4
Austria,1964-01-01,7250000,15220.8
Austria,1965-01-01,7299000,15648.5
Austria,1966-01-01,7346000,16416.0
Austria,1967-01-01,7391000,16783.9
Austria,1968-01-01,7433000,17443.7
Austria,1969-01-01,7473000,18474.5
Austria,1970-01-01,7510000,19514.9
Austria,1971-01-01,7543000,20509.7
Austria,1972-01-01,7574000,21656.7
Austria,1973-01-01,7599000,22590.3
Austria,1974-01-01,7617000,23440.9
Austria,1975-01-01,7628000,23417.7
Austria,1976-01-01,7631000,24533.1
Austria,1977-01-01,7626000,25769.5
Austria,1978-01-01,7616000,25736.1
Austria,1979-01-01,7606000,27160.9
Austria,1980-01-01,7597000,27631.2
Austria,1981-01-01,7592000,27521.0
Austria,1982-01-01,7589000,28054.4
Austria,1983-01-01,7590000,28935.2
Austria,1984-01-01,7593000,28951.9
Austria,1985-01-01,7601000,29661.4
Austria,1986-01-01,7610000,30324.7
Austria,1987-01-01,7624000,30716.8
Austria,1988-01-01,7642000,31684.3
Austria,1989-01-01,7670000,32768.0
Austria,1990-01-01,7707000,33932.4
Austria,1991-01-01,7755000,34751.5
Austria,1992-01-01,7813000,35090.7
Austria,1993-01-01,7875000,34985.9
Austria,1994-01-01,7930000,35688.7
Austria,1995-01-01,7973000,36584.8
Austria,1996-01-01,8000000,37411.7
Austria,1997-01-01,8015000,38193.3
Austria,1998-01-01,8023000,39509.6
Austria,1999-01-01,8033000,40848.4
Austria,2000-01-01,8051000,42122.9
Austria,2001-01-01,8079000,42528.7
Austria,2002-01-01,8115000,43020.7
Austria,2003-01-01,8155000,43135.4
Austria,2004-01-01,8197000,44028.5
Austria,2005-01-01,8235000,44665.7
Austria,2006-01-01,8269000,45934.5
Austria,2007-01-01,8301000,47444.0
Austria,2008-01-01,8331000,48027.5
Austria,2009-01-01,8361000,46082.1
Austria,2010-01-01,8392000,46858.0
Austria,2011-01-01,8424000,48011.7
Austria,2012-01-01,8455000,48149.7
Austria,2013-01-01,8487000,47928.8
Austria,2014-01-01,8517000,47886.6
Bahamas,1971-01-01,174000,19544.1
Bahamas,1972-01-01,178000,18438.9
Bahamas,1973-01-01,181000,19435.5
Bahamas,1974-01-01,185000,15863.6
Bahamas,1975-01-01,189000,13244.6
Bahamas,1976-01-01,193000,13641.0
Bahamas,1977-01-01,197000,14571.9
Bahamas,1978-01-01,202000,16274.6
Bahamas,1979-01-01,206000,20078.5
Bahamas,1980-01-01,211000,20912.8
Bahamas,1981-01-01,215000,18566.0
Bahamas,1982-01-01,220000,19370.9
Bahamas,1983-01-01,225000,19629.9
Bahamas,1984-01-01,230000,21941.3
Bahamas,1985-01-01,235000,22543.0
Bahamas,1986-01-01,239000,22521.6
Bahamas,1987-01-01,243000,22787.7
Bahamas,1988-01-01,248000,22919.8
Bahamas,1989-01-01,252000,24047.0
Bahamas,1990-01-01,256000,23248.9
Bahamas,1991-01-01,261000,21868.9
Bahamas,1992-01-01,266000,20635.7
Bahamas,1993-01-01,271000,20315.2
Bahamas,1994-01-01,276000,20595.6
Bahamas,1995-01-01,280000,21171.0
Bahamas,1996-01-01,284000,21782.1
Bahamas,1997-01-01,287000,21984.9
Bahamas,1998-01-01,290000,22776.6
Bahamas,1999-01-01,294000,24111.9
Bahamas,2000-01-01,298000,24748.3
Bahamas,2001-01-01,303000,24958.7
Bahamas,2002-01-01,309000,25134.4
Bahamas,2003-01-01,316000,24298.6
Bahamas,2004-01-01,323000,23997.8
Bahamas,2005-01-01,329000,24306.0
Bahamas,2006-01-01,336000,24429.4
Bahamas,2007-01-01,342000,24312.4
Bahamas,2008-01-01,349000,23315.0
Bahamas,2009-01-01,355000,21951.1
Bahamas,2010-01-01,361000,21921.6
Bahamas,2011-01-01,367000,21710.6
Bahamas,2012-01-01,372000,22050.2
Bahamas,2013-01-01,378000,21622.9
Bahamas,2014-01-01,383000,21078.7
Bahrain,1980-01-01,360000,21185.0
Bahrain,1981-01-01,374000,19295.6
Bahrain,1982-01-01,386000,17290.8
Bahrain,1983-01-01,396000,17906.0
Bahrain,1984-01-01,407000,18304.6
Bahrain,1985-01-01,419000,16926.4
Bahrain,1986-01-01,433000,16571.4
Bahrain,1987-01-01,449000,17663.5
Bahrain,1988-01-01,465000,18240.6
Bahrain,1989-01-01,481000,17702.4
Bahrain,1990-01-01,496000,17934.7
Bahrain,1991-01-01,510000,19407.4
Bahrain,1992-01-01,523000,20178.5
Bahrain,1993-01-01,536000,22217.9
Bahrain,1994-01-01,549000,21623.0
Bahrain,1995-01-01,564000,21910.2
Bahrain,1996-01-01,580000,22220.7
Bahrain,1997-01-01,598000,22281.8
Bahrain,1998-01-01,618000,22634.9
Bahrain,1999-01-01,641000,22761.0
Bahrain,2000-01-01,667000,22955.1
Bahrain,2001-01-01,695000,22416.1
Bahrain,2002-01-01,725000,22038.3
Bahrain,2003-01-01,762000,22058.8
Bahrain,2004-01-01,808000,22144.5
Bahrain,2005-01-01,867000,22066.1
Bahrain,2006-01-01,941000,21796.0
Bahrain,2007-01-01,1027000,21838.1
Bahrain,2008-01-01,1116000,21563.7
Bahrain,2009-01-01,1197000,20797.0
Bahrain,2010-01-01,1261000,20722.1
Bahrain,2011-01-01,1306000,20514.8
Bahrain,2012-01-01,1334000,20921.2
Bahrain,2013-01-01,1349000,21799.7
Bahrain,2014-01-01,1362000,22390.7
Barbados,1961-01-01,232000,
Barbados,1962-01-01,233000,
Barbados,1963-01-01,234000,
Barbados,1964-01-01,235000,
Barbados,1965-01-01,235000,
Barbados,1966-01-01,236000,
Barbados,1967-01-01,237000,
Barbados,1968-01-01,237000,
Barbados,1969-01-01,238000,
Barbados,1970-01-01,239000,
Barbados,1971-01-01,240000,
Barbados,1972-01-01,241000,
Barbados,1973-01-01,243000,
Barbados,1974-01-01,245000,
Barbados,1975-01-01,246000,
Barbados,1976-01-01,247000,
Barbados,1977-01-01,249000,
Barbados,1978-01-01,250000,
Barbados,1979-01-01,251000,
Barbados,1980-01-01,252000,
Barbados,1981-01-01,253000,
Barbados,1982-01-01,254000,
Barbados,1983-01-01,255000,
Barbados,1984-01-01,255000,
Barbados,1985-01-01,256000,
Barbados,1986-01-01,257000,
Barbados,1987-01-01,258000,
Barbados,1988-01-01,259000,
Barbados,1989-01-01,259000,
Barbados,1990-01-01,260000,13830.0
Barbados,1991-01-01,261000,13244.8
Barbados,1992-01-01,262000,12446.5
Barbados,1993-01-01,263000,12503.0
Barbados,1994-01-01,264000,12708.3
Barbados,1995-01-01,265000,12919.2
Barbados,1996-01-01,266000,13382.0
Barbados,1997-01-01,267000,13963.6
Barbados,1998-01-01,268000,14431.6
Barbados,1999-01-01,269000,14426.3
Barbados,2000-01-01,270000,15017.1
Barbados,2001-01-01,271000,14616.2
Barbados,2002-01-01,271000,14688.8
Barbados,2003-01-01,272000,14964.7
Barbados,2004-01-01,273000,15128.9
Barbados,2005-01-01,274000,15676.1
Barbados,2006-01-01,275000,16502.7
Barbados,2007-01-01,276000,16726.3
Barbados,2008-01-01,277000,16721.7
Barbados,2009-01-01,278000,15979.7
Barbados,2010-01-01,280000,15959.0
Barbados,2011-01-01,281000,15972.8
Barbados,2012-01-01,282000,15961.7
Barbados,2013-01-01,283000,15910.9
Barbados,2014-01-01,283000,15864.6
Bermuda,1961-01-01,46000,28436.7
Bermuda,1962-01-01,47000,29006.6
Bermuda,1963-01-01,48000,28640.9
Bermuda,1964-01-01,48000,31041.9
Bermuda,1965-01-01,49000,31740.6
Bermuda,1966-01-01,50000,35659.2
Bermuda,1967-01-01,51000,39616.1
Bermuda,1968-01-01,51000,39687.0
Bermuda,1969-01-01,52000,40290.6
Bermuda,1970-01-01,52000,42055.0
Bermuda,1971-01-01,53000,43819.4
Bermuda,1972-01-01,53000,44942.9
Bermuda,1973-01-01,54000,45948.8
Bermuda,1974-01-01,55000,46699.1
Bermuda,1975-01-01,55000,48824.5
Bermuda,1976-01-01,55000,52988.7
Bermuda,1977-01-01,56000,55903.6
Bermuda,1978-01-01,56000,56504.1
Bermuda,1979-01-01,57000,57503.2
Bermuda,1980-01-01,57000,61083.4
Bermuda,1981-01-01,57000,62106.1
Bermuda,1982-01-01,58000,58400.3
Bermuda,1983-01-01,58000,59061.2
Bermuda,1984-01-01,59000,58827.0
Bermuda,1985-01-01,59000,57167.1
Bermuda,1986-01-01,59000,60463.9
Bermuda,1987-01-01,60000,62224.9
Bermuda,1988-01-01,60000,64196.2
Bermuda,1989-01-01,61000,63939.8
Bermuda,1990-01-01,61000,63429.3
Bermuda,1991-01-01,61000,61503.6
Bermuda,1992-01-01,62000,61913.8
Bermuda,1993-01-01,62000,63435.5
Bermuda,1994-01-01,62000,63374.8
Bermuda,1995-01-01,63000,65691.0
Bermuda,1996-01-01,63000,66969.9
Bermuda,1997-01-01,63000,69624.4
Bermuda,1998-01-01,64000,71810.4
Bermuda,1999-01-01,64000,73825.2
Bermuda,2000-01-01,64000,79988.4
Bermuda,2001-01-01,64000,84844.7
Bermuda,2002-01-01,65000,83048.8
Bermuda,2003-01-01,65000,85321.2
Bermuda,2004-01-01,65000,86733.4
Bermuda,2005-01-01,65000,87616.4
Bermuda,2006-01-01,65000,91944.9
Bermuda,2007-01-01,65000,94029.6
Bermuda,2008-01-01,65000,94903.2
Bermuda,2009-01-01,64000,89391.2
Bermuda,2010-01-01,64000,88207.3
Bermuda,2011-01-01,64000,86001.2
Bermuda,2012-01-01,63000,81547.9
Bermuda,2013-01-01,63000,79251.8
Bermuda,2014-01-01,62000,
Botswana,1966-01-01,613000,481.786
Botswana,1967-01-01,631000,495.385
Botswana,1968-01-01,651000,531.214
Botswana,1969-01-01,671000,592.6709999999999
Botswana,1970-01-01,693000,672.227
Botswana,1971-01-01,716000,818.685
Botswana,1972-01-01,740000,1000.81
Botswana,1973-01-01,765000,1173.45
Botswana,1974-01-01,793000,1232.45
Botswana,1975-01-01,822000,1288.41
Botswana,1976-01-01,854000,1372.39
Botswana,1977-01-01,888000,1478.52
Botswana,1978-01-01,923000,1625.45
Botswana,1979-01-01,960000,1753.76
Botswana,1980-01-01,996000,1891.41
Botswana,1981-01-01,1033000,1988.88
Botswana,1982-01-01,1070000,2153.1
Botswana,1983-01-01,1107000,2353.8
Botswana,1984-01-01,1145000,2471.16
Botswana,1985-01-01,1183000,2563.03
Botswana,1986-01-01,1222000,2687.32
Botswana,1987-01-01,1261000,2917.44
Botswana,1988-01-01,1300000,3384.48
Botswana,1989-01-01,1340000,3718.49
Botswana,1990-01-01,1380000,3860.01
Botswana,1991-01-01,1420000,4034.26
Botswana,1992-01-01,1460000,4040.43
Botswana,1993-01-01,1500000,4010.79
Botswana,1994-01-01,1539000,4053.44
Botswana,1995-01-01,1576000,4237.57
Botswana,1996-01-01,1612000,4386.85
Botswana,1997-01-01,1646000,4641.81
Botswana,1998-01-01,1678000,4585.74
Botswana,1999-01-01,1708000,4939.6
Botswana,2000-01-01,1737000,4954.77
Botswana,2001-01-01,1763000,4891.92
Botswana,2002-01-01,1787000,5115.9
Botswana,2003-01-01,1810000,5280.22
Botswana,2004-01-01,1836000,5349.0
Botswana,2005-01-01,1864000,5512.81
Botswana,2006-01-01,1896000,5883.9
Botswana,2007-01-01,1930000,6270.47
Botswana,2008-01-01,1968000,6552.78
Botswana,2009-01-01,2007000,5948.85
Botswana,2010-01-01,2048000,6346.16
Botswana,2011-01-01,2090000,6610.33
Botswana,2012-01-01,2133000,6779.39
Botswana,2013-01-01,2177000,7409.42
Botswana,2014-01-01,2220000,7574.28
Brazil,1961-01-01,74707000,3668.02
Brazil,1962-01-01,77008000,3747.39
Brazil,1963-01-01,79368000,3670.83
Brazil,1964-01-01,81752000,3690.45
Brazil,1965-01-01,84130000,3697.04
Brazil,1966-01-01,86495000,3745.52
Brazil,1967-01-01,88854000,3824.75
Brazil,1968-01-01,91213000,4150.49
Brazil,1969-01-01,93586000,4438.03
Brazil,1970-01-01,95982000,4706.13
Brazil,1971-01-01,98402000,5108.95
Brazil,1972-01-01,100844000,5586.68
Brazil,1973-01-01,103321000,6216.13
Brazil,1974-01-01,105846000,6617.88
Brazil,1975-01-01,108431000,6798.1
Brazil,1976-01-01,111076000,7287.52
Brazil,1977-01-01,113776000,7443.9
Brazil,1978-01-01,116532000,7504.3
Brazil,1979-01-01,119341000,7824.86
Brazil,1980-01-01,122200000,8339.27
Brazil,1981-01-01,125107000,7788.33
Brazil,1982-01-01,128055000,7653.56
Brazil,1983-01-01,131014000,7225.54
Brazil,1984-01-01,133951000,7439.11
Brazil,1985-01-01,136836000,7860.02
Brazil,1986-01-01,139665000,8314.88
Brazil,1987-01-01,142437000,8445.04
Brazil,1988-01-01,145150000,8276.54
Brazil,1989-01-01,147802000,8391.19
Brazil,1990-01-01,150393000,7986.05
Brazil,1991-01-01,152917000,7966.8
Brazil,1992-01-01,155379000,7796.84
Brazil,1993-01-01,157812000,8027.19
Brazil,1994-01-01,160261000,8319.21
Brazil,1995-01-01,162755000,8547.94
Brazil,1996-01-01,165303000,8598.01
Brazil,1997-01-01,167894000,8750.27
Brazil,1998-01-01,170516000,8644.42
Brazil,1999-01-01,173153000,8554.83
Brazil,2000-01-01,175786000,8778.19
Brazil,2001-01-01,178419000,8776.86
Brazil,2002-01-01,181046000,8924.33
Brazil,2003-01-01,183627000,8910.86
Brazil,2004-01-01,186116000,9309.01
Brazil,2005-01-01,188479000,9495.1
Brazil,2006-01-01,190698000,9761.88
Brazil,2007-01-01,192785000,10245.2
Brazil,2008-01-01,194770000,10658.2
Brazil,2009-01-01,196701000,10540.1
Brazil,2010-01-01,198614000,11224.2
Brazil,2011-01-01,200518000,11559.2
Brazil,2012-01-01,202402000,11671.2
Brazil,2013-01-01,204259000,11912.1
Brazil,2014-01-01,206078000,11866.4
Bulgaria,1961-01-01,7935000,
Bulgaria,1962-01-01,8004000,
Bulgaria,1963-01-01,8073000,
Bulgaria,1964-01-01,8141000,
Bulgaria,1965-01-01,8207000,
Bulgaria,1966-01-01,8269000,
Bulgaria,1967-01-01,8329000,
Bulgaria,1968-01-01,8386000,
Bulgaria,1969-01-01,8441000,
Bulgaria,1970-01-01,8495000,
Bulgaria,1971-01-01,8547000,
Bulgaria,1972-01-01,8597000,
Bulgaria,1973-01-01,8644000,
Bulgaria,1974-01-01,8688000,
Bulgaria,1975-01-01,8727000,
Bulgaria,1976-01-01,8761000,
Bulgaria,1977-01-01,8790000,
Bulgaria,1978-01-01,8816000,
Bulgaria,1979-01-01,8840000,
Bulgaria,1980-01-01,8865000,3223.81
Bulgaria,1981-01-01,8891000,3370.53
Bulgaria,1982-01-01,8917000,3439.03
Bulgaria,1983-01-01,8939000,3548.13
Bulgaria,1984-01-01,8955000,3660.07
Bulgaria,1985-01-01,8960000,3758.34
Bulgaria,1986-01-01,8957000,3917.52
Bulgaria,1987-01-01,8944000,4148.59
Bulgaria,1988-01-01,8919000,4597.48
Bulgaria,1989-01-01,8878000,4498.55
Bulgaria,1990-01-01,8821000,4162.82
Bulgaria,1991-01-01,8745000,3849.19
Bulgaria,1992-01-01,8654000,3607.79
Bulgaria,1993-01-01,8552000,3582.86
Bulgaria,1994-01-01,8452000,3660.4
Bulgaria,1995-01-01,8358000,3781.9
Bulgaria,1996-01-01,8275000,3862.28
Bulgaria,1997-01-01,8200000,3843.12
Bulgaria,1998-01-01,8132000,4004.26
Bulgaria,1999-01-01,8066000,3800.87
Bulgaria,2000-01-01,8001000,4011.1
Bulgaria,2001-01-01,7934000,4265.56
Bulgaria,2002-01-01,7869000,4621.5
Bulgaria,2003-01-01,7805000,4894.78
Bulgaria,2004-01-01,7743000,5255.18
Bulgaria,2005-01-01,7683000,5678.05
Bulgaria,2006-01-01,7625000,6107.71
Bulgaria,2007-01-01,7568000,6625.03
Bulgaria,2008-01-01,7514000,6914.4
Bulgaria,2009-01-01,7460000,6709.53
Bulgaria,2010-01-01,7407000,6843.26
Bulgaria,2011-01-01,7355000,7019.18
Bulgaria,2012-01-01,7304000,7062.14
Bulgaria,2013-01-01,7253000,7162.99
Bulgaria,2014-01-01,7201000,7299.55
Burundi,1961-01-01,2840000,181.218
Burundi,1962-01-01,2895000,193.953
Burundi,1963-01-01,2951000,198.122
Burundi,1964-01-01,3012000,206.28900000000002
Burundi,1965-01-01,3079000,209.804
Burundi,1966-01-01,3154000,214.271
Burundi,1967-01-01,3235000,237.75599999999997
Burundi,1968-01-01,3317000,231.171
Burundi,1969-01-01,3393000,222.725
Burundi,1970-01-01,3457000,265.22900000000004
Burundi,1971-01-01,3508000,268.644
Burundi,1972-01-01,3547000,248.69799999999998
Burundi,1973-01-01,3583000,263.272
Burundi,1974-01-01,3624000,258.46299999999997
Burundi,1975-01-01,3677000,256.51599999999996
Burundi,1976-01-01,3745000,271.843
Burundi,1977-01-01,3825000,296.556
Burundi,1978-01-01,3918000,286.818
Burundi,1979-01-01,4019000,284.361
Burundi,1980-01-01,4127000,279.959
Burundi,1981-01-01,4240000,306.10200000000003
Burundi,1982-01-01,4359000,295.175
Burundi,1983-01-01,4487000,298.204
Burundi,1984-01-01,4625000,290.66
Burundi,1985-01-01,4774000,315.873
Burundi,1986-01-01,4936000,316.742
Burundi,1987-01-01,5109000,324.38
Burundi,1988-01-01,5284000,330.86699999999996
Burundi,1989-01-01,5454000,326.182
Burundi,1990-01-01,5613000,329.158
Burundi,1991-01-01,5759000,337.708
Burundi,1992-01-01,5895000,333.94300000000004
Burundi,1993-01-01,6020000,307.123
Burundi,1994-01-01,6134000,290.32
Burundi,1995-01-01,6239000,263.27099999999996
Burundi,1996-01-01,6333000,239.04
Burundi,1997-01-01,6420000,232.507
Burundi,1998-01-01,6512000,240.628
Burundi,1999-01-01,6624000,234.685
Burundi,2000-01-01,6767000,228.248
Burundi,2001-01-01,6947000,227.428
Burundi,2002-01-01,7160000,230.99599999999998
Burundi,2003-01-01,7401000,221.227
Burundi,2004-01-01,7662000,224.516
